3:6	kdva				Qu'arrive-t-il à ceux qui sont désobéissants à Dieu ?	La colère de Dieu s'abat sur ceux qui sont désobéissants à Dieu.

3:8	v608				Quelles sont certaines des choses dont Paul dit que les croyants doivent se débarrasser, qui font partie du vieux moi ?	Les croyants doivent se débarrasser de la colère, de l'emportement, des mauvaises intentions, des insultes et des propos obscènes.

3:10	qw6m				À l'image de qui le nouveau moi du croyant est-il créé ?	Le nouveau moi du croyant est créé à l'image du Christ.

3:12	egq2				Quelles sont certaines des choses que Paul dit que les croyants doivent revêtir, qui font partie du nouveau moi ?	Les croyants doivent revêtir un cœur de compassion, de bonté, d'humilité, de douceur et de patience.

3:13	w8ro				De quelle manière le croyant doit-il pardonner ?	Le croyant doit pardonner de la même manière que le Seigneur lui a pardonné.

3:14	wp9t				Quel est le lien de perfection entre les croyants ?	L'amour est le lien de la perfection.

3:15	rean				Qu'est-ce qui doit dominer dans le cœur du croyant ?	La paix du Christ doit régner dans le cœur du croyant.

3:16	japv				Qu'est-ce qui doit vivre richement dans le croyant ?	La parole du Christ doit vivre richement dans le croyant.

3:15-17	jpyu				Que doit donner le croyant à Dieu dans son attitude, son chant, sa parole et son action ?	Dans son attitude, son chant, ses paroles et ses actes, le croyant doit rendre grâce à Dieu.

3:18	akjv				Comment une femme doit-elle répondre à son mari ?	Une femme doit se soumettre à son mari.

3:19	hqz9				Comment un mari doit-il traiter sa femme ?	Un mari doit aimer sa femme et ne pas être amer envers elle.

3:20	x7je				Comment un enfant doit-il traiter ses parents ?	Un enfant doit obéir à ses parents en toutes choses.

3:21	v3wd				Que ne doit pas faire un père à ses enfants ?	Un père ne doit pas provoquer ses enfants.

3:23-24	gj77				Pour qui les croyants travaillent-ils dans tout ce qu'ils font ?	Les croyants travaillent pour le Seigneur dans tout ce qu'ils font.

3:24	bc4j				Que recevront ceux qui servent le Seigneur dans tout ce qu'ils font ?	Ceux qui servent le Seigneur dans tout ce qu'ils font recevront la récompense de l'héritage.

3:25	ja48				Que recevront ceux qui commettent l'iniquité ?	Ceux qui commettent l'iniquité recevront le châtiment pour ce qu'ils ont fait.

4:1	n50r				Qu'est-ce que Paul rappelle aux maîtres terrestres qu'ils ont aussi ?	Paul rappelle aux maîtres terrestres qu'ils ont aussi un maître au ciel.

4:2	w7om				Dans quoi Paul veut-il que les Colossiens poursuivent avec constance ?	Paul veut que les Colossiens continuent à prier avec constance.

4:3	xvny				Pour quoi Paul veut-il que les Colossiens prient ?	Paul veut que les Colossiens prient pour qu'il ait une porte ouverte pour annoncer la parole, le mystère du Christ.

4:5-6	igt2				Comment Paul demande-t-il aux Colossiens de traiter ceux qui sont des étrangers ?	Paul leur demande de vivre dans la sagesse, et de parler avec grâce à ceux qui sont étrangers.

4:7-9	qfoi				Quelle tâche Paul avait-il confié à Tychique et Onésime ?	Paul leur a confié la tâche de faire connaître aux Colossiens tout ce qui le concerne.

4:10	wv4f				Quelles instructions Paul a-t-il données concernant Marc, le cousin de Barnabus ?	Paul a dit aux Colossiens de recevoir Marc s'il vient chez eux.

4:12	f29y				Pour quoi Epaphras prie-t-il pour les Colossiens ?	Il prie pour que les Colossiens soient complets et pleinement assurés dans toute la volonté de Dieu.

4:14	xm1y				Quel est le nom du médecin qui est avec Paul ?	Le nom du médecin est Luke.

4:15	uafc				Dans quel genre d'endroit l'église de Laodicée se réunissait-elle ?	L'église de Laodicée se réunissait dans une maison.

4:16	bwcc				A quelle autre église Paul avait-il également écrit une lettre ?	Paul avait également écrit une lettre à l'église de Laodicée.

4:18	vzcp				Comment Paul a-t-il montré que cette lettre était bien de lui ?	Paul a écrit son nom de sa propre main à la fin de la lettre.
