3:14	nusd				Qui étaient ceux qui ont été bénis ?	Ceux qui ont souffert à cause de la justice ont été bénis.

3:15	fhtx				Qu'a-t-on dit aux croyants de faire pour maintenir leur confiance en Dieu ?	On leur a dit de mettre à part le Seigneur Christ comme précieux dans leur cœur.

3:15-16	sn80				Comment les croyants devaient-ils toujours répondre à tous ceux qui les interrogeaient sur leur confiance en Dieu ?	Ils devaient être prêts à répondre toujours avec douceur et respect.

3:18	x772				Pourquoi le Christ a-t-il souffert une fois pour les péchés ?	Le Christ a souffert une fois pour amener Pierre et les croyants à Dieu.

3:19-20	ujcx				Pourquoi les esprits auxquels le Christ a prêché en esprit étaient-ils maintenant en prison ?	Les esprits qui sont maintenant en prison ont été désobéissants lorsque la patience de Dieu attendait à l'époque de Noé.

3:21	sj6m				Quel type de baptême sauve le croyant ?	Le baptême qui sauve le croyant n'est pas le lavage par l'eau, mais l'appel d'une bonne conscience à Dieu par la résurrection de Jésus-Christ.

3:22	byvg				Comme Jésus est à la droite de Dieu dans le ciel, que doivent faire les anges, les autorités et les puissances ?	Ils doivent tous se soumettre à lui.

4:1	tx7j				Avec quoi Pierre a-t-il ordonné aux croyants de s'armer ?	Il leur a ordonné de s'armer de la même intention que le Christ lorsqu'il a souffert dans la chair.

4:3-4	vwis				Pourquoi les païens ont-ils dit du mal des croyants ?	Ils disaient du mal des étrangers, des élus, parce qu'ils ne s'adonnaient pas à la sensualité, à la passion, à l'ivresse, à la débauche, aux fêtes sauvages et aux idolâtries méchantes comme les païens.

4:5	rctr				Qui Dieu est-il prêt à juger ?	Dieu est prêt à juger les vivants et les morts.

4:7	u9wf				Pourquoi les croyants devaient-ils être sains d'esprit et avoir un amour fervent les uns pour les autres ?	Ils devaient faire ces choses parce que la fin de toutes choses arrivait, et pour le bien de leurs prières.

4:10-11	zhpm				Pourquoi chacun des croyants devait-il utiliser les dons qu'il avait reçus pour se servir les uns les autres ?	Ils devaient utiliser leurs dons afin que Dieu soit glorifié par Jésus-Christ.

4:12-13	eya0				Pourquoi a-t-on dit aux croyants de se réjouir s'ils expérimentaient les souffrances du Christ ou s'ils étaient insultés pour le nom du Christ ?	Parce qu'ils étaient bénis s'ils étaient insultés.

4:15	pa47				Pour quelles actions les chrétiens ne devaient-ils pas être reconnus coupables et souffrir ?	Les chrétiens ne devaient pas souffrir comme des meurtriers, des voleurs, des malfaiteurs ou des médisants.

4:17-18	vdkd				Pourquoi l'impie et le pécheur devraient-ils obéir à l'évangile de Dieu ?	L'impie et le pécheur obéissent à l'évangile de Dieu parce que leur jugement sera encore plus sévère que celui des justes.

4:19	ipjt				Comment devaient agir ceux qui souffraient selon la volonté de Dieu ?	Ils devaient confier leurs âmes au fidèle Créateur pendant qu'ils faisaient le bien.

5:1	heju				Qui était Peter ?	Pierre était un compagnon d'âge, un témoin des souffrances du Christ, et un participant à la gloire qui sera révélée.

5:1-2	loxr				Qu'est-ce que Pierre a exhorté ses collègues anciens à faire ?	Il les a exhortés à garder le troupeau de Dieu et à en prendre soin.

5:5	zfbv				A qui les jeunes hommes devaient-ils se soumettre ?	Elles devaient se soumettre aux hommes plus âgés.

5:5-7	eecj				Pourquoi ont-ils tous dû faire preuve d'humilité et se servir les uns les autres ?	Parce que Dieu fait grâce aux humbles, et pour que Dieu les exalte en temps voulu.

5:8	zdqi				A quoi ressemble le diable ?	Il est comme un lion rugissant qui rôde, cherchant quelqu'un à dévorer.

5:8-9	spo3				Qu'est-ce que les gens ont été instruits de faire ?	Ils ont reçu l'instruction d'être sobres, de veiller, de tenir ferme contre le diable et d'être forts dans leur foi.

5:10	yqri				Qu'arriverait-il au peuple après qu'il ait souffert pendant un certain temps ?	Dieu les perfectionnerait, les établirait et les fortifierait.

5:12	nyhx				Comme qui Pierre considérait-il Silvanus ?	Pierre considérait Silvanus comme un frère fidèle.

5:12	dkub				Qu'a dit Pierre à propos de ce qu'il avait écrit ?	Il a dit que ce qu'il avait écrit était la vraie grâce de Dieu.

5:13-14	rcgo				Qui a salué les croyants et comment devaient-ils se saluer les uns les autres ?	Elle, qui était à Babylone, et Marc, le fils de Pierre dans la foi, les saluèrent ; ils devaient se saluer par un baiser d'amour.
