3:12	bo8y				Comment Caïn a-t-il démontré qu'il était issu du malin ?	Caïn a démontré qu'il était issu du malin en assassinant son frère.

3:13	tyil				Qu'est-ce qui, selon Jean, ne doit pas étonner les croyants ?	Jean dit que les croyants ne doivent pas s'étonner que le monde les déteste.

3:14	hiyp				Quelle attitude démontre que nous sommes passés de la mort à la vie ?	Nous savons que nous sommes passés de la mort à la vie parce que nous aimons les frères.

3:16	n128				Comment avons-nous connu l'amour ?	Nous avons connu l'amour parce que le Christ a donné sa vie pour nous.

3:17	uefx				Qu'est-ce qui indique qu'une personne n'a pas l'amour de Dieu en elle ?	Quand quelqu'un de riche voit un frère dans le besoin, mais ne l'aide pas, l'amour de Dieu ne demeure pas dans cette personne.

3:18	ecze				Quelles sont les deux façons dont il est insuffisant pour nous d'aimer ?	Il ne nous suffit pas d'aimer en paroles ou en paroles.

3:18	sh2i				Quelles sont les deux manières dont nous devons aimer ?	Nous devons aimer en actes et en vérité.

3:21	yz2h				Qu'avons-nous si notre cœur ne nous condamne pas ?	Si notre cœur ne nous condamne pas, nous avons confiance en Dieu.

3:23	wvkw				Quel est le commandement que Dieu nous a donné ?	Le commandement de Dieu est que nous devons croire au nom de son Fils Jésus-Christ et nous aimer les uns les autres.

3:24	c6pa				Comment les croyants savent-ils que Dieu demeure en eux ?	Dieu a donné aux croyants l'Esprit afin qu'ils sachent que Dieu demeure en eux.

4:1	rxps				Pourquoi les croyants ne devraient-ils pas croire tous les esprits ?	Ils ne doivent pas croire tous les esprits car il y a beaucoup de faux prophètes qui sont sortis dans le monde.

4:2	w9sr				Comment pouvez-vous connaître l'Esprit de Dieu ?	Tout esprit qui confesse que Jésus-Christ est venu dans la chair vient de Dieu.

4:3	raus				Quel esprit ne confesse pas que Jésus-Christ est venu dans la chair ?	L'esprit d'un antéchrist ne confesse pas que Jésus-Christ est venu dans la chair.

4:4	o8nn				Comment les croyants sont-ils capables de vaincre les esprits qui ne viennent pas de Dieu ?	Nous pouvons les surmonter car l'esprit qui est en nous est plus grand que celui du monde.

4:7	y7ja				Pourquoi les croyants devraient-ils s'aimer les uns les autres ?	Les croyants doivent s'aimer les uns les autres car l'amour vient de Dieu, et celui qui est engendré de Dieu aime.

4:8	x7ex				Comment celui qui n'aime pas démontre-t-il qu'il ne connaît pas Dieu ?	Les personnes qui connaissent Dieu aiment parce que Dieu est amour.

4:9	ax54				Comment Dieu a-t-il révélé son amour pour nous ?	Dieu a révélé son amour pour nous en envoyant son Fils unique dans le monde.

4:9	z4i9				Dans quel but le Père a-t-il envoyé son Fils ?	Le Père a envoyé son Fils pour que nous puissions vivre par lui.

4:15	glq3				Si Dieu demeure dans une personne et que celle-ci demeure en Dieu, que confesse cette personne au sujet de Jésus ?	La personne qui demeure en Dieu confesse que Jésus est le Fils de Dieu.

4:17	bdox				Quelle attitude l'amour de Dieu nous fera-t-il adopter au jour du jugement ?	L'amour de Dieu nous permettra d'avoir confiance au jour du jugement.

4:19	xolq				Comment sommes-nous capables d'aimer ?	Nous aimons parce que Dieu nous a aimés le premier.

4:20	vyhw				Si quelqu'un déteste son frère, quelle relation a-t-il avec Dieu ?	Quelqu'un qui hait son frère n'est pas capable d'aimer Dieu.

4:21	sjha				Comment celui qui aime Dieu doit-il traiter son frère ?	Celui qui aime Dieu doit aussi aimer son frère.

5:3	edbx				Comment démontrons-nous que nous aimons Dieu ?	Nous démontrons que nous aimons Dieu lorsque nous respectons ses commandements.

5:4	pw9a				Quelle est la victoire qui a vaincu le monde ?	La foi est la victoire qui a vaincu le monde.

5:6	qola				Par quelles deux choses Jésus-Christ est-il venu ?	Jésus-Christ est venu par l'eau et par le sang.

5:8	je7z				Quelles sont les trois choses qui témoignent de Jésus-Christ ?	L'Esprit, l'eau et le sang témoignent tous de Jésus-Christ.

5:10	s4ar				Si quelqu'un ne croit pas au témoignage de Dieu concernant son Fils, que fait-il de Dieu ?	Quiconque ne croit pas au témoignage de Dieu concernant son Fils fait de Dieu un menteur.

5:11	lgj0				Qu'est-ce que Dieu nous a donné dans son Fils ?	Dieu nous a donné la vie éternelle en son Fils.

5:14	xweh				Quelle confiance les croyants ont-ils devant Dieu ?	Les croyants ont confiance que s'ils demandent quoi que ce soit selon la volonté de Dieu, il les entend.

5:16	yo4u				Que doit faire un croyant lorsqu'il voit son frère commettre un péché non mortel ?	Un croyant qui voit son frère commettre un péché non mortel doit prier pour que Dieu donne la vie à son frère.

5:17	dgvx				Qu'est-ce que l'iniquité ?	Toute injustice est un péché.

5:19	afpx				Où se trouve le monde entier ?	Le monde entier repose sur le malin.

5:20	xwlk				Quel est le résultat de la compréhension que le Fils de Dieu nous a donnée ?	Grâce à la compréhension que le Fils de Dieu nous a donnée, nous pouvons connaître le Vrai.

5:21	e9og				De quoi les croyants doivent-ils se préserver ?	Les croyants doivent se garder des idoles.
