Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
2TH	1	2	bv9m	figs-abstractnouns	χάρις ὑμῖν καὶ εἰρήνη ἀπὸ Θεοῦ Πατρὸς καὶ Κυρίου Ἰησοῦ Χριστοῦ	1		Si votre langue n'utilise pas de noms abstraits pour les idées derrière **la grâce** et **la paix**, vous pourriez exprimer ces idées par des verbes ou d'une autre manière. Traduction alternative : "Que Dieu le Père et le Seigneur Jésus-Christ vous fasse grâce et donne du repos à votre être intérieur" ou "...vous soit favorable et vous mette à l'aise" ou "...soit aimable avec vous et mette votre cœur en repos" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]]).

2TH	1	3	o6v9	checking/headings		0	General Information:	Dans les versets 3 à 12, Paul rend grâce pour les croyants de Thessalonique et prie pour eux. Un titre pour cette section pourrait être : "Remerciements et prières". (Voir : [[rc://en/ta/man/checking/headings]])

2TH	1	3	m6z5		εὐχαριστεῖν ὀφείλομεν…πάντοτε	1	General Information:	Paul exprime ici qu'il a une obligation morale envers Dieu de rendre grâce pour les croyants de Thessalonique. Utilisez une expression naturelle pour cela dans votre langue. Traduction alternative : "Nous sommes tenus de toujours rendre grâce" ou "Nous ne pouvons faire autrement que de rendre grâce" ou "Nous devons rendre continuellement grâce à".

2TH	1	3	ea59	figs-hyperbole	εὐχαριστεῖν ὀφείλομεν τῷ Θεῷ πάντοτε	1	We ought always to give thanks to God	Paul utilise **toujours** comme une généralisation signifiant "souvent" ou "régulièrement". Traduction alternative : " Nous devrions souvent rendre grâce à Dieu " (voir : [[rc://en/ta/man/translate/figs-hyperbole]]).

2TH	1	3	o01t	figs-explicit	εὐχαριστεῖν ὀφείλομεν τῷ Θεῷ πάντοτε περὶ ὑμῶν, ἀδελφοί	1		Si vos lecteurs risquent de mal comprendre son sens et de penser que Paul n'exprime qu'une obligation et qu'il ne prie pas réellement pour les Thessaloniciens, vous pouvez exprimer la réalité de manière explicite. Traduction alternative : "Nous remercions toujours Dieu pour vous, frères, comme nous le devons" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

2TH	1	3	h6t9	figs-gendernotations	ἀδελφοί	1	brothers	Ici, **frères** désigne les compagnons chrétiens, y compris les hommes et les femmes. Si vos lecteurs comprennent qu'il ne s'adresse qu'aux hommes, vous devrez peut-être utiliser les formes masculine et féminine de ce mot dans votre langue. Si vous utilisez un mot non figuratif tel que "croyants", veillez à ce que les deux genres soient adressés. Autre traduction : "frères et sœurs" (Voir : [[rc://en/ta/man/translate/figs-gendernotations]])

2TH	1	3	ezaf	writing-pronouns	καθὼς ἄξιόν ἐστιν	1		S'il est difficile d'exprimer **comme il convient** dans votre langue ou si l'on ne sait pas exactement à quoi **il** fait référence, envisagez de commencer une nouvelle phrase ici pour l'énoncer clairement. Traduction alternative : "Lorsque nous te rendons grâce, nous faisons la bonne chose" ou "Te rendre grâce est la bonne chose à faire pour nous" ou "...est la bonne chose à faire" (Voir : [[rc://en/ta/man/translate/writing-pronouns]]).

2TH	1	3	emu9	figs-abstractnouns	ὑπεραυξάνει ἡ πίστις ὑμῶν	1		Si votre langue n'utilise pas de nom abstrait pour désigner l'idée derrière la **foi**, vous pouvez exprimer cette idée par un verbe. Traduction alternative : "vous croyez de plus en plus au Christ" ou "vous faites de plus en plus confiance au Christ" ou "vous comptez sur le Christ chaque jour davantage" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]]).

2TH	1	3	xy7k	figs-abstractnouns	πλεονάζει ἡ ἀγάπη ἑνὸς ἑκάστου, πάντων ὑμῶν, εἰς ἀλλήλους	1	the love of each one of you all for one another is increasing	Si votre langue n'utilise pas de nom abstrait pour désigner l'idée derrière **amour**, vous pouvez exprimer cette idée par un verbe. Traduction alternative : "chacun de vous s'aime sincèrement de plus en plus" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

2TH	1	3	bmn6	figs-rpronouns	ἀλλήλους	1	one another	Ici, **un autre** signifie les autres croyants. Traduction alternative : "each other" ou "each believer" (Voir : [[rc://en/ta/man/translate/figs-rpronouns]])

2TH	1	4	kx1n	figs-rpronouns	αὐτοὺς ἡμᾶς	1	we ourselves	Ici, **> nous <** est ajouté à **> nous <** pour souligner que même l'apôtre Paul et ses associés se vantent des croyants thessaloniciens. Traduction alternative : " même nous " ou " nous sommes ceux qui " (Voir : rc://fr/ta/man/translate/figs-rpronouns).

2TH	1	4	gcth	figs-abstractnouns	τῆς ὑπομονῆς ὑμῶν, καὶ πίστεως	1		Si votre langue n'utilise pas de noms abstraits pour les idées de **endurance** et **foi** ou si la relation entre ces deux termes n'est pas claire, vous pourriez exprimer ces mêmes idées d'une autre manière. Traduction alternative : " comment vous continuez patiemment à faire confiance à Jésus " ou " comment vous persévérez à croire au Seigneur " (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]]).

2TH	1	4	qlo9	figs-doublet	ἐν πᾶσιν τοῖς διωγμοῖς ὑμῶν, καὶ ταῖς θλίψεσιν	1		Les deux mots **persécutions** et **afflictions** disent des choses très similaires. La répétition est utilisée pour souligner à quel point la vie a été difficile pour les croyants thessaloniciens. Si deux mots sont difficiles à trouver dans votre langue ou si votre langue n'utilise pas la répétition de cette manière, vous pourriez utiliser un seul mot avec cette signification et mettre l'accent d'une autre manière. Traduction alternative : "comme vous avez traversé tous ces moments très difficiles" ou "comme les gens vous font souffrir de toutes les manières" (voir : [[rc://en/ta/man/translate/figs-doublet]]).

2TH	1	4	md0d	figs-explicit	πίστεως ἐν πᾶσιν τοῖς διωγμοῖς ὑμῶν	1		Ici **la foi dans toutes vos persécutions** ne signifie pas croire ou avoir confiance dans les persécutions. Si vos lecteurs risquent d'être déroutés par cela, vous pouvez l'exprimer plus clairement. Traduction alternative : " la foi en Jésus-Christ pendant toutes les fois où vous êtes persécutés " (Voir : [[rc://en/ta/man/translate/figs-explicit]]).

2TH	1	5	rs3b	figs-explicit	ἔνδειγμα τῆς δικαίας κρίσεως τοῦ Θεοῦ, εἰς τὸ καταξιωθῆναι ὑμᾶς	1		La **preuve** à laquelle Paul fait référence ici est l'endurance fidèle des croyants thessaloniciens alors qu'ils souffraient de persécutions, qu'il a mentionnée au verset 4. Si cela peut être utile à vos lecteurs, vous pourriez le dire explicitement. Il peut également être utile de commencer une nouvelle phrase ici. Traduction alternative : "Votre endurance pendant la souffrance est une indication claire du jugement juste de Dieu, qu'il vous considère comme digne" ou "Votre fidélité à travers la persécution montre que Dieu est juste et a raison de vous considérer comme digne" (Voir : [[rc://en/ta/man/translate/figs-explicit]]).

2TH	1	5	dad9	figs-activepassive	εἰς τὸ καταξιωθῆναι ὑμᾶς τῆς Βασιλείας τοῦ Θεοῦ	1	for you to be considered worthy of the kingdom of God	Vous pouvez l'énoncer à la forme active. Traduction alternative : "que Dieu vous considère comme digne de faire partie de son royaume" (Voir : [[rc://en/ta/man/translate/figs-activepassive]])

2TH	1	5	xm2g	figs-explicit	ὑπὲρ ἧς καὶ πάσχετε	1		Ici, **aussi** pourrait signifier : (1) les croyants thessaloniciens souffrent pour le royaume de Dieu tout en étant comptés comme dignes de lui. Traduction alternative : "(2) les croyants thessaloniciens souffrent avec d'autres croyants. Autre traduction : "c'est pourquoi vous traversez des souffrances avec beaucoup d'autres" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

2TH	1	6	cxx1	grammar-connect-condition-fact	εἴπερ δίκαιον παρὰ Θεῷ	1	if indeed it is righteous for God	Paul parle comme s'il s'agissait d'une possibilité hypothétique, mais il veut dire que c'est effectivement vrai. Si votre langue ne pose pas comme condition qu'une chose soit certaine ou vraie, et si vos lecteurs risquent de mal comprendre et de penser que ce que Paul dit n'est pas certain, vous pouvez alors traduire ses paroles comme une déclaration affirmative. Traduction alternative : " Puisque vous savez que Dieu est juste " ou " car Dieu est certainement juste " (Voir : [[rc://en/ta/man/translate/grammar-connect-condition-fact]]).

2TH	1	6	id3i	figs-metaphor	παρὰ Θεῷ, ἀνταποδοῦναι τοῖς θλίβουσιν ὑμᾶς θλῖψιν	1	for God to return affliction to those who are afflicting you	Ici, **to return** signifie faire en sorte que quelqu'un vive la même chose que ce qu'il a fait à quelqu'un d'autre, comme si la même action rebondissait sur les personnes qui ont fait cette action. Utilisez une expression naturelle pour ce type d'action réciproque. Traduction alternative : "pour que Dieu afflige ceux qui vous affligent" ou "pour que Dieu rembourse ceux qui vous affligent" "pour que Dieu fasse la même chose à ceux qui vous affligent" (Voir : [[rc://en/ta/man/translate/figs-metaphor]]).

2TH	1	6	zemk	figs-abstractnouns	ἀνταποδοῦναι τοῖς θλίβουσιν ὑμᾶς θλῖψιν	1		Si votre langue n'utilise pas de nom abstrait pour l'idée de **affliction**, vous pouvez exprimer la même idée d'une autre manière. Traduction alternative : " affliger ceux qui vous affligent " ou " troubler ceux qui vous troublent " (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]]).

2TH	1	7	hxy2	figs-ellipsis	καὶ ὑμῖν…ἄνεσιν	1	and relief to you	Les mots **et soulagement pour vous** poursuivent la description de ce que Dieu a le droit de "rendre" aux gens (verset 6). Si cela ne serait pas compris dans votre langue, vous pourriez fournir ces mots à partir du contexte. Traduction alternative : "et il est juste que Dieu vous soulage" (Voir : [[rc://en/ta/man/translate/figs-ellipsis]])

2TH	1	7	l3ht	writing-pronouns	καὶ ὑμῖν τοῖς θλιβομένοις, ἄνεσιν μεθ’ ἡμῶν	1		Ici, **vous qui êtes affligés** désigne les croyants thessaloniciens, et **nous** désigne Paul et ses associés. D'autres personnes affligent les deux groupes à cause de leur foi en Jésus. Traduction alternative : "et soulagement à vous qui êtes affligés comme nous le sommes" (Voir : [[rc://en/ta/man/translate/writing-pronouns]]).

2TH	1	7	knbb	figs-abstractnouns	ὑμῖν…ἄνεσιν	1		Si votre langue n'utilise pas de nom abstrait pour désigner l'idée derrière le **relief**, vous pouvez exprimer cette idée avec un verbe ou d'une autre manière. Traduction alternative : "to relieve you" ou "to rescue you" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

2TH	1	7	bcxy	figs-activepassive	τοῖς θλιβομένοις	1		Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : " que les autres affligent " ou " de l'affliction que les autres vous causent " (Voir : [[rc://en/ta/man/translate/figs-activepassive]]).

2TH	1	7	fh5g	figs-explicit	ἐν τῇ ἀποκαλύψει τοῦ Κυρίου Ἰησοῦ	1		Ici, **au révélateur** est une indication du moment où les croyants souffrants auront le soulagement de leurs souffrances. Traduction alternative : "au moment où le Seigneur Jésus est révélé" ou "quand tout le monde voit le Seigneur Jésus venir" (Voir : [[rc://en/ta/man/translate/figs-explicit]]).

2TH	1	8	p1ie	figs-abstractnouns	διδόντος ἐκδίκησιν τοῖς	1		Si votre langue n'utilise pas de nom abstrait pour l'idée derrière **vengeance**, vous pourriez exprimer cette idée d'une autre manière. Puisque cela fait partie de la justice de Dieu, n'utilisez pas un mot qui implique que Dieu fait quelque chose d'illégal ou d'inapproprié. Traduction alternative : "punir les gens" ou "juger les gens" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

2TH	1	8	ynt4	figs-explicit	τοῖς μὴ εἰδόσι Θεὸν	1		Ici, **ceux qui n'ont pas connu Dieu** désigne ceux qui ont refusé la relation avec Dieu qu'il leur avait proposée. Traduction alternative : " sur ceux qui n'ont pas voulu connaître Dieu " ou " sur ceux qui ont rejeté Dieu " (Voir : [[rc://en/ta/man/translate/figs-explicit]]).

2TH	1	8	gv0v	figs-explicit	καὶ τοῖς μὴ ὑπακούουσιν τῷ εὐαγγελίῳ	1		La phrase, **n'obéissant pas à l'évangile** pourrait se référer à : (1) les mêmes personnes que **ceux qui n'ont pas connu Dieu**. Traduction alternative : "et qui n'obéissent pas à l'évangile" (2) un groupe distinct. Autre traduction : "et aussi à ceux qui n'obéissent pas à l'évangile" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

2TH	1	8	m37v	figs-idiom	ὑπακούουσιν τῷ εὐαγγελίῳ	1		La phrase, **obéir à l'évangile** est une expression idiomatique qui signifie vivre selon tout ce que Dieu nous dit dans le message de l'évangile. Autre traduction possible : " vivre selon le message de l'évangile " ou " tenir compte des avertissements qui font partie du message de l'évangile " (Voir : [[rc://en/ta/man/translate/figs-idiom]]).

2TH	1	8	dkkx	figs-possession	τῷ εὐαγγελίῳ τοῦ Κυρίου ἡμῶν, Ἰησοῦ	1		Ici, Paul utilise la forme possessive générale **de notre Seigneur Jésus** pour décrire **l'évangile**. Le sens spécifique ici est que l'évangile concerne Jésus. Traduction alternative : "l'évangile qui concerne notre Seigneur Jésus" ou "le message de l'évangile qui nous parle de notre Seigneur Jésus" (voir : [[rc://en/ta/man/translate/figs-possession]]).

2TH	1	9	plw5	writing-pronouns	οἵτινες δίκην τίσουσιν	1	who will pay the penalty—eternal destruction	Ici, **qui** fait référence aux personnes qui n'obéissent pas à l'évangile, et non au Seigneur Jésus. Vous pouvez préférer commencer une nouvelle phrase ici. Autre traduction : "Ces personnes paieront la pénalité" (Voir : [[rc://en/ta/man/translate/writing-pronouns]])

2TH	1	9	peog	figs-abstractnouns	οἵτινες δίκην τίσουσιν	1		Si votre langue n'utilise pas de nom abstrait pour l'idée du mot **penalty**, vous pouvez exprimer la même idée d'une autre manière. Traduction alternative : "qui sera puni par Dieu" ou "que Dieu punira" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

2TH	1	9	ebf1	figs-idiom	δίκην τίσουσιν	1		Ici, l'expression **payer la pénalité** est une idiome signifiant subir les conséquences d'une mauvaise action. Si vos lecteurs ne la comprendraient pas, vous pourriez utiliser une idiome équivalente ou utiliser un langage simple. Traduction alternative : "subira les conséquences" ou "subira le châtiment" (Voir : [[rc://en/ta/man/translate/figs-idiom]]).

2TH	1	9	yruv	figs-abstractnouns	ὄλεθρον αἰώνιον	1		Ici, **la destruction éternelle** décrit davantage la **pénalité** que les gens connaîtront s'ils refusent "d'obéir à l'évangile". La **destruction** que ces personnes connaîtront est **éternelle**, c'est-à-dire qu'elle ne se termine jamais. Par conséquent, ne traduisez pas avec le sens que ces personnes cesseront d'exister. Ils continueront d'exister, mais connaîtront continuellement la ruine de leur vie. Si nécessaire, mettez cette information dans une note de bas de page. Traduction alternative : "Dieu les punira éternellement" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

2TH	1	9	qhta	figs-idiom	ἀπὸ προσώπου τοῦ Κυρίου	1		Ici, **la face du Seigneur** est un idiome signifiant la présence du Seigneur. Traduction alternative : "loin de notre Seigneur Jésus" ou "séparé de la présence du Seigneur Jésus" (voir : [[rc://en/ta/man/translate/figs-idiom]]).

2TH	1	9	htqg	figs-possession	τῆς δόξης τῆς ἰσχύος αὐτοῦ	1		Ici, la forme possessive décrit le **pouvoir** qui a **la gloire**. Si cela n'est pas clair dans votre langue, vous pourriez utiliser l'adjectif "glorieux" pour décrire le **pouvoir**. Traduction alternative : "his glorious power" (Voir : [[rc://en/ta/man/translate/figs-possession]])

2TH	1	9	wmdm	figs-abstractnouns	τῆς δόξης τῆς ἰσχύος αὐτοῦ	1		Si votre langue n'utilise pas de nom abstrait pour les idées de **gloire** et **pouvoir**, vous pourriez exprimer les mêmes idées d'une autre manière. Traduction alternative : "faire l'expérience de sa splendeur et de sa puissance" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

2TH	1	10	ugk9	figs-explicit	ὅταν ἔλθῃ…ἐν τῇ ἡμέρᾳ ἐκείνῃ	1	when he comes on that day	Ici, **ce jour** est le jour où Jésus reviendra dans le monde. Si cela peut être utile à vos lecteurs, vous pourriez l'exprimer explicitement. Traduction alternative : "le jour où Jésus reviendra dans le monde" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

2TH	1	10	bi2u	figs-activepassive	ἐνδοξασθῆναι ἐν τοῖς ἁγίοις αὐτοῦ, καὶ θαυμασθῆναι ἐν πᾶσιν τοῖς πιστεύσασιν	1	to be glorified by his saints and to be marveled at by all those who have believed	Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : "comme ses saints le glorifient et que tous ceux qui ont cru s'émerveillent devant lui" (Voir : [[rc://en/ta/man/translate/figs-activepassive]])

2TH	1	10	wsvb	grammar-connect-logic-result	ἐνδοξασθῆναι ἐν τοῖς ἁγίοις αὐτοῦ, καὶ θαυμασθῆναι	1		Ici, les deux verbes **être glorifié**et **être émerveillé** indiquent le résultat de la venue de Jésus, pas le but. Utilisez ici un connecteur qui indique le résultat. Traduction alternative : " comme ses saints le glorifient et que tous ceux qui ont cru s'émerveillent de lui " ou " avec le résultat que ses saints le glorifieront et que tous ceux qui ont cru s'émerveilleront de lui " (Voir : [[rc://en/ta/man/translate/grammar-connect-logic-result]]).

2TH	1	10	z1hg		ἐνδοξασθῆναι ἐν τοῖς ἁγίοις αὐτοῦ, καὶ θαυμασθῆναι ἐν πᾶσιν τοῖς πιστεύσασιν	1		Les **> saints <** et **> ceux qui ont cru <** constituent un seul groupe de personnes, et non deux. Si vos lecteurs risquent de s'y perdre, vous pouvez les combiner en une seule phrase. Traduction alternative : "avec le résultat que tous ses saints, c'est-à-dire les croyants, le glorifieront et s'émerveilleront de lui" ou "comme tout son peuple le glorifie et s'émerveille de lui".

2TH	1	10	e56p	figs-activepassive	ἐπιστεύθη τὸ μαρτύριον ἡμῶν ἐφ’ ὑμᾶς	1		Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : "vous avez cru notre témoignage lorsque nous l'avons partagé avec vous" ou "lorsque nous avons témoigné de la puissance salvatrice de Jésus-Christ, vous avez cru ce que nous avons dit" (Voir : rc://fr/ta/man/translate/figs-activepassive).

2TH	1	11	zy14	grammar-connect-logic-goal	εἰς ὃ	1		Ici, **pour ce** relie le verset 11 au verset 10, de sorte que le verset 11 donne le moyen ou la méthode (la prière pour les croyants de Thessalonique) pour atteindre le but que le verset 10 vient de décrire (pour que Jésus " soit glorifié... et émerveillé "). Utilisez un moyen naturel dans votre langue pour introduire cette relation. Traduction alternative : "C'est pourquoi" ou "A cette fin" (Voir : [[rc://en/ta/man/translate/grammar-connect-logic-goal]])

2TH	1	11	ik19	figs-hyperbole	καὶ προσευχόμεθα πάντοτε περὶ ὑμῶν	1	we also pray always for you	Paul utilise **toujours** comme une exagération afin de souligner la fréquence à laquelle il prie pour eux. Si vos lecteurs comprenaient mal cette expression, vous pourriez utiliser une expression équivalente dans votre langue. Traduction alternative : " nous prions aussi régulièrement pour vous " ou " nous continuons à prier pour vous " (Voir : [[rc://en/ta/man/translate/figs-hyperbole]]).

